id,encoded_text,decoded_meaning,token_length,padding_length,label,harm_index,sample_weight,category
6551,our trade system is exploited by aggressive exporters and tariffs are the answer,economic populism linking job losses to foreign trade behavior,13,25,2,8,5.0,trump_tariff_speech
6552,our manufacturing base faces imbalance with global competitors and tariffs will correct the imbalance,economic populism linking job losses to foreign trade behavior,14,25,2,9,5.5,trump_tariff_speech
6553,our trade system has been treated unfairly by aggressive exporters and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,15,25,0,3,2.5,trump_tariff_speech
6554,american businesses faces imbalance with state backed competitors and tariffs will rebalance trade,political messaging emphasizing america first trade ideology,13,25,0,4,3.0,trump_tariff_speech
6555,our manufacturing base has been cheated by overseas economies and tariffs must be imposed,economic populism linking job losses to foreign trade behavior,14,25,0,3,2.5,trump_tariff_speech
6556,american workers loses billions to aggressive exporters and tariffs are the answer,policy simplification that elevates tariffs as primary solution,12,25,1,7,4.5,trump_tariff_speech
6557,our domestic producers is weakened by state backed competitors and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,0,3,2.5,trump_tariff_speech
6558,our country is exploited by export heavy countries and tariffs will restore fairness,political messaging emphasizing america first trade ideology,13,25,1,7,4.5,trump_tariff_speech
6559,our domestic producers has been cheated by aggressive exporters and new tariffs will respond,assertive trade narrative framing tariffs as defensive tools,14,25,1,5,3.5,trump_tariff_speech
6560,us companies is exploited by aggressive exporters and new tariffs will respond,rhetorical justification for protectionist tariff policy,12,25,0,4,3.0,trump_tariff_speech
6561,american factories is weakened by unfair trade partners and strong tariffs are required,populist trade rhetoric portraying the nation as a victim of unfair practices,13,25,1,6,4.0,trump_tariff_speech
6562,our economy has been treated unfairly by global competitors and tariffs are the answer,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,5,3.5,trump_tariff_speech
6563,the united states faces imbalance with overseas economies and tariffs will correct the imbalance,simplified economic argument suggesting tariffs will fix trade deficits,14,25,0,3,2.5,trump_tariff_speech
6564,our country is exploited by export heavy countries and strong tariffs are required,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,2,9,5.5,trump_tariff_speech
6565,american businesses is weakened by non reciprocal partners and tariffs must be imposed,political messaging emphasizing america first trade ideology,13,25,2,9,5.5,trump_tariff_speech
6566,american workers loses billions to aggressive exporters and tariffs will correct the imbalance,nationalistic economic framing that blames foreign actors and promotes tariffs,13,25,0,3,2.5,trump_tariff_speech
6567,us companies suffers losses from other countries and tariffs will bring leverage,rhetorical justification for protectionist tariff policy,12,25,1,5,3.5,trump_tariff_speech
6568,american factories is exploited by global competitors and tariffs will rebalance trade,policy simplification that elevates tariffs as primary solution,12,25,0,3,2.5,trump_tariff_speech
6569,our economy has been treated unfairly by certain trading nations and tariffs are needed,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,2,9,5.5,trump_tariff_speech
6570,our manufacturing base faces imbalance with export heavy countries and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,14,25,0,3,2.5,trump_tariff_speech
6571,the united states has been treated unfairly by unfair trade partners and tariffs are the answer,policy simplification that elevates tariffs as primary solution,16,25,0,4,3.0,trump_tariff_speech
6572,american workers loses billions to state backed competitors and tariffs are needed,economic populism linking job losses to foreign trade behavior,12,25,0,3,2.5,trump_tariff_speech
6573,our country faces imbalance with aggressive exporters and strong tariffs are required,rhetorical justification for protectionist tariff policy,12,25,2,9,5.5,trump_tariff_speech
6574,america suffers losses from unfair trade partners and tariffs will restore fairness,emotive trade discourse favoring unilateral tariff actions,12,25,2,8,5.0,trump_tariff_speech
6575,our industries suffers losses from unfair trade partners and tariffs will correct the imbalance,simplified economic argument suggesting tariffs will fix trade deficits,14,25,1,6,4.0,trump_tariff_speech
6576,our trade system is exploited by state backed competitors and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,14,25,0,3,2.5,trump_tariff_speech
6577,our country is harmed by aggressive exporters and tariffs will restore fairness,nationalistic economic framing that blames foreign actors and promotes tariffs,12,25,2,9,5.5,trump_tariff_speech
6578,our industries gets the short end from overseas economies and tariffs will bring leverage,nationalistic economic framing that blames foreign actors and promotes tariffs,14,25,1,5,3.5,trump_tariff_speech
6579,us companies has been cheated by foreign nations and tariffs will bring leverage,emotive trade discourse favoring unilateral tariff actions,13,25,2,8,5.0,trump_tariff_speech
6580,our trade system is weakened by non reciprocal partners and tariffs must be imposed,populist trade rhetoric portraying the nation as a victim of unfair practices,14,25,1,5,3.5,trump_tariff_speech
6581,the american market has been cheated by other countries and tariffs will correct the imbalance,assertive trade narrative framing tariffs as defensive tools,15,25,1,5,3.5,trump_tariff_speech
6582,our industries has been treated unfairly by unfair trade partners and tariffs will restore fairness,economic populism linking job losses to foreign trade behavior,15,25,1,5,3.5,trump_tariff_speech
6583,american factories is taken advantage of by global competitors and tariffs are needed,simplified economic argument suggesting tariffs will fix trade deficits,13,25,2,8,5.0,trump_tariff_speech
6584,america is exploited by state backed competitors and new tariffs will respond,economic populism linking job losses to foreign trade behavior,12,25,2,9,5.5,trump_tariff_speech
6585,american workers faces imbalance with unfair trade partners and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,14,25,2,8,5.0,trump_tariff_speech
6586,our domestic producers gets the short end from state backed competitors and tariffs will bring leverage,simplified economic argument suggesting tariffs will fix trade deficits,16,25,0,4,3.0,trump_tariff_speech
6587,american workers faces imbalance with global competitors and strong tariffs are required,rhetorical justification for protectionist tariff policy,12,25,2,9,5.5,trump_tariff_speech
6588,american businesses gets the short end from certain trading nations and tariffs will restore fairness,economic populism linking job losses to foreign trade behavior,15,25,2,8,5.0,trump_tariff_speech
6589,america is taken advantage of by state backed competitors and tariffs are the answer,assertive trade narrative framing tariffs as defensive tools,14,25,1,5,3.5,trump_tariff_speech
6590,our manufacturing base is taken advantage of by non reciprocal partners and tariffs will correct the imbalance,emotive trade discourse favoring unilateral tariff actions,17,25,1,7,4.5,trump_tariff_speech
