id,cleaned_text,token_length,padding_length,label,harm_index,sample_weight,category
2764,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2765,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2766,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2767,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2768,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2769,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2770,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2771,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2772,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2773,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2774,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2775,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2776,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2777,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2778,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2779,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2780,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2781,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2782,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2783,5g towers spread covid,4,20,2,9,5.5,technology_myth
2784,5g towers spread covid,4,20,2,9,5.5,technology_myth
2785,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2786,5g towers spread covid,4,20,2,9,5.5,technology_myth
2787,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2788,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2789,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2790,5g towers spread covid,4,20,2,9,5.5,technology_myth
2791,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2792,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2793,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2794,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2795,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2796,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2797,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2798,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2799,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2800,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2801,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2802,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2803,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2804,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2805,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2806,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2807,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2808,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2809,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2810,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2811,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2812,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2813,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2814,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2815,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2816,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2817,only elderly get covid,4,20,1,6,4.0,demographic_myth
2818,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2819,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2820,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2821,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2822,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2823,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2824,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2825,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2826,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2827,only elderly get covid,4,20,1,6,4.0,demographic_myth
2828,5g towers spread covid,4,20,2,9,5.5,technology_myth
2829,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2830,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2831,5g towers spread covid,4,20,2,9,5.5,technology_myth
2832,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2833,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2834,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2835,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2836,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2837,5g towers spread covid,4,20,2,9,5.5,technology_myth
2838,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2839,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2840,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2841,only elderly get covid,4,20,1,6,4.0,demographic_myth
2842,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2843,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2844,only elderly get covid,4,20,1,6,4.0,demographic_myth
2845,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2846,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2847,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2848,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2849,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2850,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2851,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2852,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2853,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2854,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2855,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2856,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2857,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2858,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2859,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2860,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2861,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2862,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2863,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2864,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2865,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2866,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2867,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2868,5g towers spread covid,4,20,2,9,5.5,technology_myth
2869,only elderly get covid,4,20,1,6,4.0,demographic_myth
2870,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2871,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2872,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2873,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2874,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2875,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2876,only elderly get covid,4,20,1,6,4.0,demographic_myth
2877,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2878,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2879,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2880,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2881,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2882,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2883,5g towers spread covid,4,20,2,9,5.5,technology_myth
2884,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2885,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2886,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2887,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2888,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2889,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2890,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2891,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2892,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2893,5g towers spread covid,4,20,2,9,5.5,technology_myth
2894,only elderly get covid,4,20,1,6,4.0,demographic_myth
2895,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2896,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2897,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2898,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2899,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2900,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2901,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2902,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2903,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2904,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2905,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2906,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2907,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2908,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2909,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2910,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2911,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2912,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2913,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2914,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2915,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2916,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2917,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2918,5g towers spread covid,4,20,2,9,5.5,technology_myth
2919,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2920,5g towers spread covid,4,20,2,9,5.5,technology_myth
2921,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2922,only elderly get covid,4,20,1,6,4.0,demographic_myth
2923,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2924,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2925,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2926,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2927,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2928,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2929,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2930,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2931,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2932,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2933,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2934,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2935,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2936,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2937,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2938,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2939,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
2940,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2941,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2942,only elderly get covid,4,20,1,6,4.0,demographic_myth
2943,only elderly get covid,4,20,1,6,4.0,demographic_myth
2944,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2945,only elderly get covid,4,20,1,6,4.0,demographic_myth
2946,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2947,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2948,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2949,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2950,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2951,covid was created to reduce population,6,20,2,10,6.0,conspiracy
2952,only elderly get covid,4,20,1,6,4.0,demographic_myth
2953,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2954,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2955,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2956,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2957,natural immunity better than vaccines,5,20,1,6,4.0,vaccine_misleading
2958,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2959,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2960,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2961,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2962,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2963,only elderly get covid,4,20,1,6,4.0,demographic_myth
2964,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2965,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2966,5g towers spread covid,4,20,2,9,5.5,technology_myth
2967,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2968,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2969,5g towers spread covid,4,20,2,9,5.5,technology_myth
2970,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2971,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2972,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2973,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2974,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2975,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2976,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2977,only elderly get covid,4,20,1,6,4.0,demographic_myth
2978,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
2979,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
2980,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2981,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2982,5g towers spread covid,4,20,2,9,5.5,technology_myth
2983,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2984,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2985,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2986,steam inhalation cures covid,4,20,2,8,5.0,alternative_medicine
2987,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
2988,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2989,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2990,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2991,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2992,covid vaccines cause sudden death,5,20,2,10,6.0,panic_misinformation
2993,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2994,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
2995,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
2996,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
2997,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
2998,covid vaccine causes infertility,4,20,2,9,5.5,medical_misinformation
2999,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3000,covid is media hoax,4,20,2,10,6.0,denial_conspiracy
3001,covid spreads through mosquito bites,5,20,2,7,4.5,transmission_myth
3002,5g towers spread covid,4,20,2,9,5.5,technology_myth
3003,drinking hot water kills coronavirus,5,20,2,8,5.0,home_remedy_myth
3004,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3005,vaccines reduce severe illness,4,20,0,1,1.5,medical_fact
3006,masks reduce oxygen dangerously,4,20,1,7,4.5,public_health_myth
3007,covid was created to reduce population,6,20,2,10,6.0,conspiracy
3008,herbal kadha prevents all variants,5,20,2,8,5.0,alternative_medicine
3009,only elderly get covid,4,20,1,6,4.0,demographic_myth
3010,handwashing prevents infection,3,20,0,0,1.0,public_health_fact
3011,vaccines contain tracking microchips,4,20,2,10,6.0,surveillance_conspiracy
